Company Name,Job Title,Location,job_category,salary_in_inr
Cyient,Data Analyst,Hyderabad,Data Analyst,564107.0
Wipro,Data Analyst,Hyderabad,Data Analyst,305881.0
ValueLabs,Data Analyst,Hyderabad,Data Analyst,902901.0
Metrics4 Analytics,Data Analyst,Hyderabad,Data Analyst,470717.0
UnitedHealth Group,Data Analyst,Hyderabad,Data Analyst,1198941.0
Saras Analytics,Data Analyst,Hyderabad,Data Analyst,703418.0
Teleperformance,Data Analyst,Hyderabad,Data Analyst,186000.0
Dynata,Data Analyst,Hyderabad,Data Analyst,388898.0
Verizon,Data Analyst,Hyderabad,Data Analyst,976617.0
Serco Group,Data Analyst,Hyderabad,Data Analyst,370764.0
Quadrant Resource,Data Analyst,Hyderabad,Data Analyst,330132.0
Zeta Global,Data Analyst,Hyderabad,Data Analyst,382351.0
Zen3 Infosolutions,Data Analyst,Hyderabad,Data Analyst,500000.0
Optum Global Solutions,Data Analyst,Hyderabad,Data Analyst,903446.0
Dell Technologies,Data Analyst,Hyderabad,Data Analyst,1007334.0
ADP,Data Analyst,Hyderabad,Data Analyst,640566.0
Oracle,Data Analyst,Hyderabad,Data Analyst,1139417.0
S&P Global,Data Analyst,Hyderabad,Data Analyst,658529.0
Wells Fargo,Data Analyst,Hyderabad,Data Analyst,681356.0
Uber,Data Analyst,Hyderabad,Data Analyst,662645.0
Novartis,Data Analyst,Hyderabad,Data Analyst,914961.0
Fresher,Data Analyst,Hyderabad,Data Analyst,360588.0
DataBeat,Data Analyst,Hyderabad,Data Analyst,403524.0
Salesforce,Data Analyst,Hyderabad,Data Analyst,1205626.0
PK,Data Analyst,Hyderabad,Data Analyst,452137.0
Apex CoVantage,Data Analyst,Hyderabad,Data Analyst,106392.0
MediaMint,Data Analyst,Hyderabad,Data Analyst,366514.0
MetrixLab,Data Analyst,Hyderabad,Data Analyst,437781.0
EMPLOYERS,Data Analyst,Hyderabad,Data Analyst,300000.0
Genpact,Data Analyst,Hyderabad,Data Analyst,338792.0
IMImobile,Data Analyst,Hyderabad,Data Analyst,711350.0
Quantium,Data Analyst,Hyderabad,Data Analyst,1072842.0
HitWicket,Data Analyst,Hyderabad,Data Analyst,669115.0
AIR Worldwide,Data Analyst,Hyderabad,Data Analyst,398975.0
Indian Political Action Committee,Data Analyst,Hyderabad,Data Analyst,735354.0
Indium Software,Data Analyst,Hyderabad,Data Analyst,743209.0
Ivy,Data Analyst,Hyderabad,Data Analyst,967041.0
NTT DATA,Data Analyst,Hyderabad,Data Analyst,508188.0
IHS Markit,Data Analyst,Hyderabad,Data Analyst,509802.0
First Student,Data Analyst,Hyderabad,Data Analyst,600000.0
Trianz,Data Analyst,Hyderabad,Data Analyst,588637.0
Tata Steel,Data Analyst,Hyderabad,Data Analyst,857580.0
Exusia,Data Analyst,Hyderabad,Data Analyst,443020.0
Cotiviti,Data Analyst,Hyderabad,Data Analyst,311470.0
Realshoppee Retail,Data Analyst,Hyderabad,Data Analyst,503064.0
ICE Data Services,Data Analyst,Hyderabad,Data Analyst,430475.0
CDK Global,Data Analyst,Hyderabad,Data Analyst,1123734.0
Vodafone Idea,Data Analyst,Hyderabad,Data Analyst,616488.0
[24]7.ai,Data Analyst,Hyderabad,Data Analyst,2243796.0
Intercontinental Exchange,Data Analyst,Hyderabad,Data Analyst,458425.0
Jayar Manufacturing,Data Analyst,Hyderabad,Data Analyst,719166.0
ReferenceGlobe,Data Analyst,Hyderabad,Data Analyst,180440.0
DuPont Sustainable Solutions,Data Analyst,Hyderabad,Data Analyst,861090.0
Technical Data Analysis,Data Analyst,Hyderabad,Data Analyst,360000.0
Amazon,Data Analyst,Hyderabad,Data Analyst,998364.0
Wenable Technologies,Data Analyst,Hyderabad,Data Analyst,625884.0
Parexel,Data Analyst,Hyderabad,Data Analyst,519540.0
Franklin Templeton Investments,Data Analyst,Hyderabad,Data Analyst,136137.0
BYJU'S,Data Analyst,Hyderabad,Data Analyst,633866.0
HCL,Data Analyst,Hyderabad,Data Analyst,900229.0
Yes Bank,Data Analyst,Hyderabad,Data Analyst,338652.0
Cogent Data Solutions,Data Analyst,Hyderabad,Data Analyst,286512.0
Solugenix Corporation,Data Analyst,Hyderabad,Data Analyst,113208.0
Minvesta,Data Analyst,Hyderabad,Data Analyst,283956.0
Virtusa,Data Analyst,Hyderabad,Data Analyst,2265324.0
HCL Technologies,Data Analyst,Hyderabad,Data Analyst,337236.0
Rajesh Motors,Data Analyst,Hyderabad,Data Analyst,375807.0
SR Edu Solutions,Data Analyst,Hyderabad,Data Analyst,220740.0
YES,Data Analyst,Hyderabad,Data Analyst,209952.0
Freelancer,Data Analyst,Hyderabad,Data Analyst,286452.0
DONE by NONE,Data Analyst,Hyderabad,Data Analyst,732996.0
InsideView,Data Analyst,Hyderabad,Data Analyst,876660.0
Next Education India,Data Analyst,Hyderabad,Data Analyst,619752.0
First Student,Data Analyst,Hyderabad,Data Analyst,2821536.0
DBS Bank,Data Analyst,Hyderabad,Data Analyst,1138712.0
myPaisaa,Data Analyst,Hyderabad,Data Analyst,180876.0
PrimEra Medical Technologies,Data Analyst,Hyderabad,Data Analyst,508113.0
Strategic Alpha,Data Analyst,Hyderabad,Data Analyst,515829.0
Hetero,Data Analyst,Hyderabad,Data Analyst,245265.0
E-Prospects,Data Analyst,Hyderabad,Data Analyst,772984.0
GigIndia,Data Analyst,Hyderabad,Data Analyst,2237700.0
Sun Microsystems,Data Analyst,Hyderabad,Data Analyst,338792.0
Appen,Data Analyst,Hyderabad,Data Analyst,240000.0
La casa one,Data Analyst,Hyderabad,Data Analyst,425520.0
VotaryTech,Data Analyst,Hyderabad,Data Analyst,237117.0
Dr. Reddy's,Data Analyst,Hyderabad,Data Analyst,336000.0
Harish Hathiwala,Data Analyst,Hyderabad,Data Analyst,367898.0
Jaffar Engineering Works,Data Analyst,Hyderabad,Data Analyst,1262223.0
Mindtree,Data Analyst,Hyderabad,Data Analyst,242808.0
Amazon,Data Analyst,Hyderabad,Data Analyst,435196.0
PokerStars,Data Analyst,Hyderabad,Data Analyst,859906.0
Moonstone Infotech,Data Analyst,Hyderabad,Data Analyst,807180.0
GOLDFINCH,Data Analyst,Hyderabad,Data Analyst,402934.0
Ola,Data Analyst,Hyderabad,Data Analyst,1182371.0
Innominds Software,Data Analyst,Hyderabad,Data Analyst,542064.0
Snycon Software Solutions,Data Analyst,Hyderabad,Data Analyst,468864.0
E-rachit Technologies,Data Analyst,Hyderabad,Data Analyst,1210770.0
Orbit Technologies,Data Analyst,Hyderabad,Data Analyst,10814.0
DataBeat,Data Analyst,Hyderabad,Data Analyst,186480.0
Marten Transport,Data Analyst,Hyderabad,Data Analyst,517757.0
Multiplier Solutions,Data Analyst,Hyderabad,Data Analyst,281316.0
Novartis,Data Analyst,Hyderabad,Data Analyst,629472.0
Vi,Data Analyst,Hyderabad,Data Analyst,778606.0
Jai Raj Ispat,Data Analyst,Hyderabad,Data Analyst,67764.0
STUDY Monitor Tech,Data Analyst,Hyderabad,Data Analyst,232105.0
Goldman Sachs,Data Analyst,Hyderabad,Data Analyst,455550.0
ABC,Data Analyst,Hyderabad,Data Analyst,100000.0
Law In Order,Data Analyst,Hyderabad,Data Analyst,483697.0
Object Technology Solutions India,Data Analyst,Hyderabad,Data Analyst,363228.0
Lifetime Wellness Rx International Limited,Data Analyst,Hyderabad,Data Analyst,451451.0
Informatica,Data Analyst,Hyderabad,Data Analyst,521474.0
Byte Software Services,Data Analyst,Hyderabad,Data Analyst,790515.0
EE Technologies,Data Analyst,Hyderabad,Data Analyst,540000.0
Nisum,Data Analyst,Hyderabad,Data Analyst,67764.0
ETG International,Data Analyst,Hyderabad,Data Analyst,268721.0
Wipro Technologies,Data Analyst,Hyderabad,Data Analyst,24756.0
Innodatatics,Data Analyst,Hyderabad,Data Analyst,400000.0
Netflix,Data Analyst,Hyderabad,Data Analyst,1200000.0
Constant Contact,Data Analyst,Hyderabad,Data Analyst,302693.0
ICICI Bank,Data Analyst,Hyderabad,Data Analyst,1976461.0
D&B Technologies,Data Analyst,Hyderabad,Data Analyst,700000.0
Kritha Convertors,Data Analyst,Hyderabad,Data Analyst,537441.0
ZettaMine Labs,Data Analyst,Hyderabad,Data Analyst,338792.0
Nagamani Hospital,Data Analyst,Hyderabad,Data Analyst,540000.0
GMR Hyderabad International Airport,Data Analyst,Hyderabad,Data Analyst,691840.0
Idol Soft,Data Analyst,Hyderabad,Data Analyst,518419.0
Crown Holdings,Data Analyst,Hyderabad,Data Analyst,752418.0
Sankalp Group,Data Analyst,Hyderabad,Data Analyst,618995.0
Enrich IBS,Data Analyst,Hyderabad,Data Analyst,3773676.0
DuPont,Data Analyst,Hyderabad,Data Analyst,901815.0
Intelenet,Data Analyst,Hyderabad,Data Analyst,196834.0
eHaat,Data Analyst,Hyderabad,Data Analyst,338792.0
Vidal Healthcare,Data Analyst,Hyderabad,Data Analyst,241176.0
Astegic,Data Analyst,Hyderabad,Data Analyst,1134824.0
Unify,Data Analyst,Hyderabad,Data Analyst,443472.0
HSBC,Data Analyst,Hyderabad,Data Analyst,1468099.0
James Hardie,Data Analyst,Hyderabad,Data Analyst,290315.0
Soul Of Anime Toystore,Data Analyst,Hyderabad,Data Analyst,537441.0
Amazon Flex,Data Analyst,Hyderabad,Data Analyst,464246.0
Thomson Reuters,Data Analyst,Hyderabad,Data Analyst,288048.0
HighRadius,Data Analyst,Hyderabad,Data Analyst,169512.0
TEKsystems,Data Analyst,Hyderabad,Data Analyst,522547.0
Nassau Re,Data Analyst,Hyderabad,Data Analyst,3773676.0
OYO,Data Analyst,Hyderabad,Data Analyst,120000.0
Petpal,Data Analyst,Hyderabad,Data Analyst,147156.0
American Airlines,Data Analyst,Hyderabad,Data Analyst,302196.0
exceedsoft,Data Analyst,Hyderabad,Data Analyst,203280.0
Nexii IT Labs,Data Analyst,Hyderabad,Data Analyst,419651.0
AnyTimeLoan.in,Data Analyst,Hyderabad,Data Analyst,354720.0
Bourntec Solutions,Data Analyst,Hyderabad,Data Analyst,416478.0
Fresher,Data Analyst,Hyderabad,Data Analyst,252244.0
Jobminar,Data Analyst,Hyderabad,Data Analyst,302200.0
Ardem,Data Analyst,Hyderabad,Data Analyst,219912.0
Virtusa,Data Analyst,Hyderabad,Data Analyst,221675.0
Ushta Te Consultancy Services LLP,Data Analyst,Hyderabad,Data Analyst,310791.0
Tata Consultancy Services,Data Analyst,Hyderabad,Data Analyst,544848.0
Berkadia,Data Analyst,Hyderabad,Data Analyst,207194.0
Samsara,Data Analyst,Hyderabad,Data Analyst,451723.0
Polaris FT,Data Analyst,Hyderabad,Data Analyst,644153.0
Aria Tech IT Solutions,Data Analyst,Hyderabad,Data Analyst,602928.0
Capgemini Invent,Data Analyst,Hyderabad,Data Analyst,565059.0
Menukuri chakradhar reddy,Data Analyst,Hyderabad,Data Analyst,381856.0
Idfy,Data Analyst,Hyderabad,Data Analyst,602930.0
ABCDEF,Data Analyst,Hyderabad,Data Analyst,490531.0
WNS,Data Analyst,Hyderabad,Data Analyst,513120.0
Invergence Analytics,Data Analyst,Hyderabad,Data Analyst,677584.0
Datasite,Data Analyst,Hyderabad,Data Analyst,725180.0
PowerBI Consulting,Data Analyst,Hyderabad,Data Analyst,300000.0
Cognizant Technology Solutions,Data Analyst,Hyderabad,Data Analyst,616428.0
Saksham Innovations,Data Analyst,Hyderabad,Data Analyst,156000.0
Indigen Technologies,Data Analyst,Hyderabad,Data Analyst,500000.0
TeacherActive,Data Analyst,Hyderabad,Data Analyst,377364.0
Fountane,Data Analyst,Hyderabad,Data Analyst,147156.0
GlobalLogic,Data Analyst,New Delhi,Data Analyst,230043.0
Tata Consultancy Services,Data Analyst,New Delhi,Data Analyst,591185.0
Accenture,Data Analyst,New Delhi,Data Analyst,602557.0
HCL Technologies,Data Analyst,New Delhi,Data Analyst,414214.0
EXL Service,Data Analyst,New Delhi,Data Analyst,635113.0
Innovaccer,Data Analyst,New Delhi,Data Analyst,790515.0
The Smart Cube,Data Analyst,New Delhi,Data Analyst,711651.0
Axtria,Data Analyst,New Delhi,Data Analyst,670089.0
EY,Data Analyst,New Delhi,Data Analyst,500434.0
Optum,Data Analyst,New Delhi,Data Analyst,960000.0
Absolutdata,Data Analyst,New Delhi,Data Analyst,594768.0
American Express,Data Analyst,New Delhi,Data Analyst,1134824.0
OYO,Data Analyst,New Delhi,Data Analyst,601029.0
IBM,Data Analyst,New Delhi,Data Analyst,521474.0
Ericsson-Worldwide,Data Analyst,New Delhi,Data Analyst,449332.0
Cognizant Technology Solutions,Data Analyst,New Delhi,Data Analyst,456591.0
Genpact,Data Analyst,New Delhi,Data Analyst,525749.0
Wipro,Data Analyst,New Delhi,Data Analyst,593140.0
Bharti Airtel,Data Analyst,New Delhi,Data Analyst,484519.0
Amazon,Data Analyst,New Delhi,Data Analyst,566735.0
Capgemini,Data Analyst,New Delhi,Data Analyst,401435.0
Paytm,Data Analyst,New Delhi,Data Analyst,602693.0
Tech Mahindra,Data Analyst,New Delhi,Data Analyst,340679.0
Fresher,Data Analyst,New Delhi,Data Analyst,402934.0
ZS Associates,Data Analyst,New Delhi,Data Analyst,712674.0
NTT DATA,Data Analyst,New Delhi,Data Analyst,502442.0
LiquidHub,Data Analyst,New Delhi,Data Analyst,351668.0
UnitedHealth Group,Data Analyst,New Delhi,Data Analyst,928492.0
Aon,Data Analyst,New Delhi,Data Analyst,397330.0
Snapdeal,Data Analyst,New Delhi,Data Analyst,1019603.0
Google,Data Analyst,New Delhi,Data Analyst,386958.0
AXA XL,Data Analyst,New Delhi,Data Analyst,731213.0
WNS,Data Analyst,New Delhi,Data Analyst,726809.0
American Express,Data Analyst,New Delhi,Data Analyst,1070976.0
KPMG,Data Analyst,New Delhi,Data Analyst,509210.0
Mercer,Data Analyst,New Delhi,Data Analyst,400410.0
Publicis Sapient,Data Analyst,New Delhi,Data Analyst,680894.0
Denave,Data Analyst,New Delhi,Data Analyst,417179.0
Deloitte,Data Analyst,New Delhi,Data Analyst,429953.0
McKinsey & Company,Data Analyst,New Delhi,Data Analyst,1401954.0
BT,Data Analyst,New Delhi,Data Analyst,524564.0
Decision Point,Data Analyst,New Delhi,Data Analyst,616428.0
Saarthee,Data Analyst,New Delhi,Data Analyst,621583.0
Collegedunia,Data Analyst,New Delhi,Data Analyst,261907.0
IHS Markit,Data Analyst,New Delhi,Data Analyst,621583.0
ABC,Data Analyst,New Delhi,Data Analyst,538846.0
MedTourEasy,Data Analyst,New Delhi,Data Analyst,311449.0
b3Intelligence,Data Analyst,New Delhi,Data Analyst,394920.0
Fresher,Data Analyst,New Delhi,Data Analyst,302400.0
Fiserv,Data Analyst,New Delhi,Data Analyst,1324095.0
DXC Technology,Data Analyst,New Delhi,Data Analyst,545756.0
Competent Software,Data Analyst,New Delhi,Data Analyst,185388.0
Freelancer,Data Analyst,New Delhi,Data Analyst,520272.0
Optum Global Solutions,Data Analyst,New Delhi,Data Analyst,1218012.0
TransOrg Analytics,Data Analyst,New Delhi,Data Analyst,664286.0
Toluna,Data Analyst,New Delhi,Data Analyst,544387.0
Concentrix,Data Analyst,New Delhi,Data Analyst,438924.0
TO THE NEW,Data Analyst,New Delhi,Data Analyst,309194.0
R1 RCM,Data Analyst,New Delhi,Data Analyst,537613.0
EasyRewardz,Data Analyst,New Delhi,Data Analyst,484238.0
Better.com,Data Analyst,New Delhi,Data Analyst,1177000.0
Times Internet,Data Analyst,New Delhi,Data Analyst,602930.0
McKinsey Knowledge Center,Data Analyst,New Delhi,Data Analyst,1541071.0
Palin Analytics,Data Analyst,New Delhi,Data Analyst,498630.0
Nokia,Data Analyst,New Delhi,Data Analyst,363231.0
Encore Capital Group,Data Analyst,New Delhi,Data Analyst,677584.0
Nagarro,Data Analyst,New Delhi,Data Analyst,1119076.0
Annik Technology Services,Data Analyst,New Delhi,Data Analyst,280296.0
QL2,Data Analyst,New Delhi,Data Analyst,246108.0
Infosys,Data Analyst,New Delhi,Data Analyst,1130085.0
Dell Technologies,Data Analyst,New Delhi,Data Analyst,602930.0
DecisionTree Analytics & Services,Data Analyst,New Delhi,Data Analyst,594543.0
Polestar Solutions & Services India,Data Analyst,New Delhi,Data Analyst,604847.0
Gartner,Data Analyst,New Delhi,Data Analyst,865056.0
Home Credit India,Data Analyst,New Delhi,Data Analyst,363048.0
Citi,Data Analyst,New Delhi,Data Analyst,600558.0
Value Edge Research Services,Data Analyst,New Delhi,Data Analyst,802080.0
Ameriprise,Data Analyst,New Delhi,Data Analyst,778493.0
Teleperformance,Data Analyst,New Delhi,Data Analyst,654510.0
Fractal,Data Analyst,New Delhi,Data Analyst,878070.0
GALYTIX,Data Analyst,New Delhi,Data Analyst,623148.0
Team Computers,Data Analyst,New Delhi,Data Analyst,293232.0
Chatous,Data Analyst,New Delhi,Data Analyst,332712.0
CSC E-Governance Services,Data Analyst,New Delhi,Data Analyst,310144.0
Adglobal360,Data Analyst,New Delhi,Data Analyst,602345.0
BlackRock,Data Analyst,New Delhi,Data Analyst,690924.0
WheelsEye Technology,Data Analyst,New Delhi,Data Analyst,625157.0
Hive (CA),Data Analyst,New Delhi,Data Analyst,390283.0
Apsidata solutions,Data Analyst,New Delhi,Data Analyst,263808.0
BOLD,Data Analyst,New Delhi,Data Analyst,1151955.0
Britis Telecom,Data Analyst,New Delhi,Data Analyst,464246.0
Urban Company,Data Analyst,New Delhi,Data Analyst,120444.0
NCR,Data Analyst,New Delhi,Data Analyst,409648.0
PolicyBazaar,Data Analyst,New Delhi,Data Analyst,551047.0
Google,Data Analyst,New Delhi,Data Analyst,418078.0
NS Matrix Services,Data Analyst,New Delhi,Data Analyst,343758.0
NITS,Data Analyst,New Delhi,Data Analyst,532302.0
Namekart,Data Analyst,New Delhi,Data Analyst,180000.0
RCM Aeroservices,Data Analyst,New Delhi,Data Analyst,250644.0
Actiknow,Data Analyst,New Delhi,Data Analyst,363669.0
XYZ,Data Analyst,New Delhi,Data Analyst,577190.0
GALYTIX,Data Analyst,New Delhi,Data Analyst,369852.0
Unified Healthcare Group,Data Analyst,New Delhi,Data Analyst,508188.0
iEnergizer,Data Analyst,New Delhi,Data Analyst,332016.0
WSP,Data Analyst,New Delhi,Data Analyst,786181.0
Delhivery,Data Analyst,New Delhi,Data Analyst,156000.0
MapmyIndia,Data Analyst,New Delhi,Data Analyst,326397.0
Limeroad,Data Analyst,New Delhi,Data Analyst,602739.0
IQVIA,Data Analyst,New Delhi,Data Analyst,582124.0
TCS,Data Analyst,New Delhi,Data Analyst,201468.0
Wizikey,Data Analyst,New Delhi,Data Analyst,407238.0
Cvent,Data Analyst,New Delhi,Data Analyst,760403.0
Keysight Technologies,Data Analyst,New Delhi,Data Analyst,705134.0
ITC Infotech,Data Analyst,New Delhi,Data Analyst,967392.0
Nurtr,Data Analyst,New Delhi,Data Analyst,338792.0
Glorious Insights,Data Analyst,New Delhi,Data Analyst,742788.0
CRMnext,Data Analyst,New Delhi,Data Analyst,752418.0
McKinsey Knowledge Center,Data Analyst,New Delhi,Data Analyst,367896.0
Masthead Technologies,Data Analyst,New Delhi,Data Analyst,128988.0
Yatra Online Pvt Ltd,Data Analyst,New Delhi,Data Analyst,564648.0
Bain & Company,Data Analyst,New Delhi,Data Analyst,991280.0
NatWest Group,Data Analyst,New Delhi,Data Analyst,369128.0
Stigasoft,Data Analyst,New Delhi,Data Analyst,257972.0
Stanza Living,Data Analyst,New Delhi,Data Analyst,900000.0
Elucidata (MA),Data Analyst,New Delhi,Data Analyst,1087991.0
HCL,Data Analyst,New Delhi,Data Analyst,305881.0
Eko India Financial Services,Data Analyst,New Delhi,Data Analyst,878372.0
Edulyt India,Data Analyst,New Delhi,Data Analyst,342084.0
Moody's Analytics,Data Analyst,New Delhi,Data Analyst,335520.0
Vidooly Media Tech,Data Analyst,New Delhi,Data Analyst,432100.0
SupplyCopia,Data Analyst,New Delhi,Data Analyst,275453.0
United Airlines,Data Analyst,New Delhi,Data Analyst,880573.0
Elsevier,Data Analyst,New Delhi,Data Analyst,380000.0
Gauge Data Solutions,Data Analyst,New Delhi,Data Analyst,1640740.0
Nones,Data Analyst,New Delhi,Data Analyst,605385.0
Peacock Solar,Data Analyst,New Delhi,Data Analyst,64488.0
Anonymous Content,Data Analyst,New Delhi,Data Analyst,675000.0
Ford Motor Company,Data Analyst,New Delhi,Data Analyst,1200000.0
Professional,Data Analyst,New Delhi,Data Analyst,308220.0
NextGen Invent,Data Analyst,New Delhi,Data Analyst,486624.0
OYO,Data Analyst,New Delhi,Data Analyst,406548.0
Verificient Technologies,Data Analyst,New Delhi,Data Analyst,150180.0
Samsung Electronics,Data Analyst,New Delhi,Data Analyst,1041195.0
Quess,Data Analyst,New Delhi,Data Analyst,299998.0
Upwork,Data Analyst,New Delhi,Data Analyst,338796.0
SunTec Web Services,Data Analyst,New Delhi,Data Analyst,248844.0
Moody's Corporation,Data Analyst,New Delhi,Data Analyst,544512.0
SIQES,Data Analyst,New Delhi,Data Analyst,406845.0
Honeywell,Data Analyst,New Delhi,Data Analyst,811344.0
First Student,Data Analyst,New Delhi,Data Analyst,414384.0
Risk Management Solutions,Data Analyst,New Delhi,Data Analyst,559952.0
iTech Mission,Data Analyst,New Delhi,Data Analyst,406548.0
Microsoft,Data Analyst,New Delhi,Data Analyst,744945.0
Adobe,Data Analyst,New Delhi,Data Analyst,784769.0
McKinney and Company,Data Analyst,New Delhi,Data Analyst,1239375.0
Freelancer,Data Analyst,New Delhi,Data Analyst,685284.0
Snapdeal,Data Analyst,New Delhi,Data Analyst,305004.0
ATS Services (India),Data Analyst,New Delhi,Data Analyst,412440.0
Optum Global Solutions India,Data Analyst,New Delhi,Data Analyst,982920.0
Adda 247,Data Analyst,New Delhi,Data Analyst,127836.0
Google,Data Analyst,New Delhi,Data Analyst,619354.0
ShipRocket,Data Analyst,New Delhi,Data Analyst,324420.0
Grail Insights,Data Analyst,New Delhi,Data Analyst,705817.0
Wunderman Thompson,Data Analyst,New Delhi,Data Analyst,551148.0
Mastercard,Data Analyst,New Delhi,Data Analyst,1471807.0
SupplyCopia,Data Analyst,New Delhi,Data Analyst,193476.0
Niscom Tele Infra,Data Analyst,New Delhi,Data Analyst,282369.0
Annalect,Data Analyst,New Delhi,Data Analyst,563136.0
GroupM,Data Analyst,New Delhi,Data Analyst,267288.0
StepOut Solutions,Data Analyst,New Delhi,Data Analyst,715248.0
Zomato,Data Analyst,New Delhi,Data Analyst,833940.0
Tata Consultancy Services,Data Analyst,New Delhi,Data Analyst,407484.0
Polaris FT,Data Analyst,New Delhi,Data Analyst,314698.0
Research & Ranking,Data Analyst,New Delhi,Data Analyst,220020.0
Microtek International (India),Data Analyst,New Delhi,Data Analyst,249732.0
Unyscape Infocom,Data Analyst,New Delhi,Data Analyst,370152.0
Cians Analytics,Data Analyst,New Delhi,Data Analyst,591053.0
AON,Data Analyst,New Delhi,Data Analyst,2385732.0
United Airlines,Data Analyst,New Delhi,Data Analyst,313896.0
Xceedance,Data Analyst,New Delhi,Data Analyst,333660.0
CBRE,Data Analyst,New Delhi,Data Analyst,601343.0
Promien Services,Data Analyst,New Delhi,Data Analyst,397332.0
Kantar,Data Analyst,New Delhi,Data Analyst,419449.0
FN MathLogic Consulting Services,Data Analyst,New Delhi,Data Analyst,668202.0
Maruti Suzuki,Data Analyst,New Delhi,Data Analyst,982427.0
Loginworks,Data Analyst,New Delhi,Data Analyst,253056.0
Acuity Knowledge Partners,Data Analyst,New Delhi,Data Analyst,508899.0
PwC,Data Analyst,New Delhi,Data Analyst,701723.0
Score Me,Data Analyst,New Delhi,Data Analyst,270444.0
FIA Technology Services,Data Analyst,New Delhi,Data Analyst,646107.0
Zenatix,Data Analyst,New Delhi,Data Analyst,649352.0
Blackcoffer,Data Analyst,New Delhi,Data Analyst,37008.0
Info Edge,Data Analyst,New Delhi,Data Analyst,608075.0
HH Global,Data Analyst,New Delhi,Data Analyst,704851.0
NetProphets Cyberworks,Data Analyst,New Delhi,Data Analyst,382929.0
Cognizant Consulting,Data Analyst,New Delhi,Data Analyst,383619.0
Willis Towers Watson,Data Analyst,New Delhi,Data Analyst,598284.0
LIN SCAN,Data Analyst,New Delhi,Data Analyst,585819.0
Tata Consultancy Services,Data Analyst,Mumbai,Data Analyst,479071.0
eClerx,Data Analyst,Mumbai,Data Analyst,226724.0
Accenture,Data Analyst,Mumbai,Data Analyst,446076.0
Morningstar,Data Analyst,Mumbai,Data Analyst,364638.0
Cognizant Technology Solutions,Data Analyst,Mumbai,Data Analyst,574259.0
Capgemini,Data Analyst,Mumbai,Data Analyst,509801.0
Fresher,Data Analyst,Mumbai,Data Analyst,401952.0
HERE Technologies,Data Analyst,Mumbai,Data Analyst,237907.0
J.P. Morgan,Data Analyst,Mumbai,Data Analyst,744516.0
Ugam,Data Analyst,Mumbai,Data Analyst,301786.0
Cartesian Consulting,Data Analyst,Mumbai,Data Analyst,530781.0
Experian,Data Analyst,Mumbai,Data Analyst,716327.0
Cogencis Information Services,Data Analyst,Mumbai,Data Analyst,147159.0
Media.net,Data Analyst,Mumbai,Data Analyst,528453.0
Fractal,Data Analyst,Mumbai,Data Analyst,728811.0
MSCI,Data Analyst,Mumbai,Data Analyst,787161.0
Hansa Cequity,Data Analyst,Mumbai,Data Analyst,483379.0
vPhrase,Data Analyst,Mumbai,Data Analyst,465742.0
ABC,Data Analyst,Mumbai,Data Analyst,496022.0
Course5 Intelligence,Data Analyst,Mumbai,Data Analyst,322465.0
CRG Solutions,Data Analyst,Mumbai,Data Analyst,521474.0
Citi,Data Analyst,Mumbai,Data Analyst,1322737.0
Kantar,Data Analyst,Mumbai,Data Analyst,412152.0
Magic9 Media Analytics,Data Analyst,Mumbai,Data Analyst,496241.0
Travelex,Data Analyst,Mumbai,Data Analyst,661760.0
Propellum Infotech,Data Analyst,Mumbai,Data Analyst,448170.0
Deloitte,Data Analyst,Mumbai,Data Analyst,744033.0
TCS,Data Analyst,Mumbai,Data Analyst,515940.0
KPMG,Data Analyst,Mumbai,Data Analyst,419651.0
Development Credit Bank Limited,Data Analyst,Mumbai,Data Analyst,524564.0
Google,Data Analyst,Mumbai,Data Analyst,254901.0
Nailbiter,Data Analyst,Mumbai,Data Analyst,320543.0
First Student,Data Analyst,Mumbai,Data Analyst,366885.0
Jio,Data Analyst,Mumbai,Data Analyst,682909.0
GEP,Data Analyst,Mumbai,Data Analyst,444728.0
Decimal Point Analytics,Data Analyst,Mumbai,Data Analyst,198444.0
Cogencis Information Services,Data Analyst,Mumbai,Data Analyst,139396.0
Atos-Syntel,Data Analyst,Mumbai,Data Analyst,317183.0
ICICI Bank,Data Analyst,Mumbai,Data Analyst,477492.0
General Mills,Data Analyst,Mumbai,Data Analyst,680000.0
Hudl,Data Analyst,Mumbai,Data Analyst,315708.0
Axis Bank,Data Analyst,Mumbai,Data Analyst,965889.0
First Student,Data Analyst,Mumbai,Data Analyst,307416.0
DONE by NONE,Data Analyst,Mumbai,Data Analyst,306180.0
AXIS MY INDIA,Data Analyst,Mumbai,Data Analyst,374059.0
Piramal Enterprises,Data Analyst,Mumbai,Data Analyst,1416324.0
HDFC Bank,Data Analyst,Mumbai,Data Analyst,828777.0
Tata Communications,Data Analyst,Mumbai,Data Analyst,374832.0
Barclays,Data Analyst,Mumbai,Data Analyst,1040054.0
Quantafic Business Solutions,Data Analyst,Mumbai,Data Analyst,516690.0
EY,Data Analyst,Mumbai,Data Analyst,454039.0
IDFC First Bank,Data Analyst,Mumbai,Data Analyst,1356593.0
Prudential plc,Data Analyst,Mumbai,Data Analyst,1226327.0
FieldGlobal Market Research,Data Analyst,Mumbai,Data Analyst,462120.0
Anonymous Content,Data Analyst,Mumbai,Data Analyst,520597.0
